Date,TLT,GLD,SPY,VIX,TLT_log_return,GLD_log_return,SPY_log_return,VIX_change
2004-11-19,43.30260467529297,44.779998779296875,78.85877990722656,13.5,-0.008012377849099887,0.008972642338662969,-0.011178483028987354,0.5200004577636719
2004-11-22,43.528297424316406,44.95000076293945,79.23483276367188,12.970000267028809,0.005198454739606074,0.0037891939800970558,0.004757353056082617,-0.5299997329711914
2004-11-23,43.5822868347168,44.75,79.35574340820312,12.670000076293945,0.0012395604454398697,-0.004459333169833818,0.0015248152932777269,-0.3000001907348633
2004-11-24,43.5822868347168,45.04999923706055,79.54379272460938,12.720000267028809,0.0,0.006681522398089373,0.0023668968302071767,0.05000019073486328
2004-11-26,43.29771423339844,45.290000915527344,79.48332977294922,12.779999732971191,-0.006550958000069349,0.005313310663947582,-0.0007604105969346249,0.05999946594238281
2004-11-29,42.83653259277344,45.400001525878906,79.12066650390625,13.300000190734863,-0.010708540788231764,0.0024258608740680187,-0.004573200040635998,0.5200004577636719
2004-11-30,42.65499496459961,45.119998931884766,79.17440795898438,13.239999771118164,-0.004246921448634606,-0.006186555139932828,0.000679003529645365,-0.06000041961669922
2004-12-01,42.58848190307617,45.380001068115234,80.07433319091797,12.970000267028809,-0.0015605434565962738,0.0057459193717949485,0.011302253382838745,-0.26999950408935547
2004-12-02,42.41602325439453,44.95000076293945,80.14151763916016,12.979999542236328,-0.004057641062243495,-0.009520724998133287,0.0008386742239557641,0.009999275207519531
2004-12-03,43.0761833190918,45.599998474121094,80.0877914428711,12.960000038146973,0.015444055378211257,0.014356905167384897,-0.0006706163636399344,-0.01999950408935547
2004-12-06,43.22398376464844,45.16999816894531,80.06090545654297,13.1899995803833,0.0034252677614962537,-0.009474573928535625,-0.0003357627892233092,0.22999954223632812
2004-12-07,43.27812576293945,45.11000061035156,79.31542205810547,13.670000076293945,0.001251807745657136,-0.0013291441789490272,-0.009355076088843513,0.48000049591064453
2004-12-08,43.95309829711914,44.0099983215332,79.77887725830078,13.1899995803833,0.015475788921416886,-0.02468712226590397,0.005826186270198919,-0.48000049591064453
2004-12-09,43.662418365478516,43.779998779296875,80.06090545654297,12.880000114440918,-0.006635377139176669,-0.005239778472644171,0.0035288898186444885,-0.3099994659423828
2004-12-10,43.770816802978516,43.439998626708984,80.14151763916016,12.760000228881836,0.002479571820252757,-0.007796420199884027,0.0010063791528632062,-0.11999988555908203
2004-12-13,43.864410400390625,43.90999984741211,80.83998107910156,12.539999961853027,0.002135981978556322,0.010761437086445325,0.008677616103895893,-0.2200002670288086
2004-12-14,44.036842346191406,43.54999923706055,81.12203979492188,12.729999542236328,0.003923315347423931,-0.008232395318801447,0.0034830264459176133,0.18999958038330078
2004-12-15,44.43586730957031,43.9900016784668,81.1824722290039,12.350000381469727,0.009020356006816799,0.010052687736462017,0.0007446796903076152,-0.37999916076660156
2004-12-16,43.780670166015625,43.68000030517578,81.13546752929688,12.270000457763672,-0.014854566051704897,-0.007072035092997403,-0.0005791682803631972,-0.07999992370605469
2004-12-17,43.7215576171875,44.189998626708984,80.59428405761719,11.949999809265137,-0.0013511097789891734,0.011608149642410097,-0.006692466739053445,-0.32000064849853516
2004-12-20,43.80035400390625,44.34000015258789,80.61454010009766,11.829999923706055,0.0018006098484075128,0.0033887195637954193,0.00025130190847693804,-0.11999988555908203
2004-12-21,43.9333610534668,44.220001220703125,81.23533630371094,11.550000190734863,0.0030320647284262565,-0.0027100045949534396,0.007671297153015955,-0.2799997329711914
2004-12-22,43.78558349609375,44.02000045776367,81.43102264404297,11.449999809265137,-0.003369345081280273,-0.0045331165372180455,0.0024059853063213917,-0.10000038146972656
2004-12-23,43.64272689819336,44.27000045776367,81.49172973632812,11.229999542236328,-0.0032679740554144685,0.005663170587009161,0.0007452255035927443,-0.2200002670288086
2004-12-27,43.302791595458984,44.47999954223633,81.32305145263672,12.140000343322754,-0.007819541265391966,0.004732382566559577,-0.002072027402038783,0.9100008010864258
2004-12-28,43.2683219909668,44.369998931884766,81.7684097290039,12.0,-0.0007963304360022763,-0.0024760983329745146,0.005461467818589757,-0.1400003433227539
2004-12-29,43.22398376464844,43.65999984741211,81.88986206054688,11.619999885559082,-0.0010252525889980302,-0.016131193691017877,0.0014842189461076072,-0.38000011444091797
2004-12-30,43.514644622802734,43.83000183105469,81.73467254638672,12.5600004196167,0.00670201850147331,0.0038862085801196033,-0.0018968984213380718,0.9400005340576172
2004-12-31,43.789058685302734,43.79999923706055,81.55921936035156,13.289999961853027,0.006286445037824375,-0.0006847562433132962,-0.0021489261050117864,0.7299995422363281
2005-01-03,43.883033752441406,43.02000045776367,81.17462921142578,14.079999923706055,0.002143786021679118,-0.017968665483389802,-0.00472662409585671,0.7899999618530273
2005-01-04,43.42314910888672,42.7400016784668,80.18267822265625,13.979999542236328,-0.010535081982647751,-0.006529845317733264,-0.012295240926596118,-0.10000038146972656
2005-01-05,43.65555953979492,42.66999816894531,79.62938690185547,14.09000015258789,0.005337951983164273,-0.0016392348746523818,-0.006924302380320593,0.1100006103515625
2005-01-06,43.68523406982422,42.150001525878906,80.03426361083984,13.579999923706055,0.0006795113702252445,-0.012261333638891793,0.005071631213721448,-0.5100002288818359
2005-01-07,43.784149169921875,41.84000015258789,79.91952514648438,13.489999771118164,0.002261708922578974,-0.007381897245418499,-0.0014346454051073208,-0.09000015258789062
2005-01-10,43.85335922241211,41.95000076293945,80.29737854003906,13.229999542236328,0.0015794622222393253,0.002625627696485633,0.004716781880080479,-0.26000022888183594
2005-01-11,44.11053466796875,42.209999084472656,79.74407958984375,13.1899995803833,0.0058473122764473254,0.006178687004495116,-0.006914472800875361,-0.039999961853027344
2005-01-12,44.16988754272461,42.599998474121094,80.00725555419922,12.5600004196167,0.0013446443098570466,0.009197079351984367,0.003294823197584949,-0.6299991607666016
2005-01-13,44.595123291015625,42.599998474121094,79.36619567871094,12.84000015258789,0.009581230201954633,0.0,-0.008044794511337309,0.2799997329711914
2005-01-14,44.59018325805664,42.31999969482422,79.78458404541016,12.430000305175781,-0.00011078131937167298,-0.0065944371176744334,0.0052577729277545025,-0.4099998474121094
2005-01-18,44.73854064941406,42.31999969482422,80.61454010009766,12.470000267028809,0.0033216085771999603,0.0,0.010348728101713197,0.039999961853027344
2005-01-19,44.86712646484375,42.2599983215332,79.77108001708984,13.180000305175781,0.0028700395373547102,-0.0014188078686102948,-0.010517998536979795,0.7100000381469727
